nr|nederlands|frans|engels
|om wanneer ik maar wil de stad te kunnen verlaten. Bunbury is van onschatbare waarde.| de filer à la campagne aussi souvent que je veux. Bunbury est très commode.| in order that I may be able to go down into the country whenever I choose. Bunbury is perfectly invaluable.
|Als Bunbury bijvoorbeeld niet zo’n belabberde gezondheid genoot| Par exemple, sans sa terrible mauvaise santé,|If it wasn't for Bunbury's extraordinary bad health, for instance,
|was ik vanavond niet in staat geweest om met jou in de Willis’s te gaan dineren|je ne pourrais pas dîner ce soir au Willis’s avec toi|I wouldn't be able to dine with you at Willis's to-night
|want ik heb al een week geleden met tante Augusta afgesproken.|car je suis retenu par Tante Augusta depuis déjà huit jours.|for I have been really engaged to Aunt Augusta for more than a week.
|Ik heb je niet uitgnodigd om met mij vanavond te gaan dineren.| Je ne t’ai pas prié de dîner avec moi ce soir, où que ce soit|I haven't asked you to dine with me anywhere to-night.
|Ik weet het. Je bent waanzinnig slordig met het versturen van invitaties.| Je sais. Tu es absurdement négligent pour tes invitations.|I know. You are absurdly careless about sending out invitations.
|Erg lichtzinnig. Niet ergert mensen meer dan geen uitnodiging te ontvangen.| C’est bête, rien n’est aussi ennuyeux que de ne pas recevoir d’invitations.|It is very foolish of you. Nothing annoys people so much as not receiving invitations.
|Je zou er dus beter aan doen bij je tante te dineren.| Tu ferais mieux de dîner avec ta Tante Augusta.|You had much better dine with your Aunt Augusta.
|Ik koester niet het geringste voornemen van dien aard.| Je n’en ai pas la moindre intention.|I haven't the smallest intention of doing anything of the kind.
|Ten eerste heb ik maandag al bij haar gedineerd, en eens in de week bij je eigen familie dineren is al meer dan genoeg.| D’abord, j’ai dîné avec elle lundi, et dîner une fois la semaine avec la famille, c’est bien suffisant.|To begin with, I dined there on Monday, and once a week is quite enough to dine with one's own relations.
|In de tweede plaats word ik daar als famililid altijd| Ensuite quand je dîne chez elle, elle me regarde toujours comme un membre de la famille.|In the second place, whenever I do dine there I am always treated as a member of the family
|opgescheept met helemaal geen tafeldame of met twee tegelijk.|je suis toujours placé près de deux femmes, ou aucune.|and sent down with either no woman at all, or two.
|In de derde plaats weet ik al naast wie ze me vanavond zal zetten.| Enfin je sais parfaitement bien avec qui elle me mettrait ce soir.|In the third place, I know perfectly well whom she will place me next to, to-night.
|Ze zal me zetten naast Mary Farquhar,| Elle me placerait près de Marie Farquhar|She will place me next Mary Farquhar,
|die altijd over de tafel heen flirt met haar eigen echtgenoot.| qui flirte toujours par-dessus la table avec son propre mari.|who always flirts with her own husband across the dinner-table.
|Dat is niet zo prettig. Het is zelfs onfatsoenlijk.| ce n'est pas très plaisant. En fait, ce n'est même pas décent.|That is not very pleasant. Indeed, it is not even decent...
|En het raakt de laatste tijd steeds meer in de mode.|Ce genre de choses arrive de plus en plus souvent.|and that sort of thing is enormously on the increase.
|Het aantal vrouwen in Londen dat met haar eigen man flirt is tegenwoordig ronduit schandalig.| La quantité de femmes à Londres qui flirtent avec leur mari est parfaitement scandaleuse.|The amount of women in London who flirt with their own husbands is perfectly scandalous.
|Het is net of ze hun schone was buitenhangen.| C’est vraiment moche, c’est tout simplement laver son linge sale en public.|It looks so bad. It is simply washing one's clean linen in public.
|Trouwens, nu ik weet dat je zo’n overtuigd Bunburyist ben wil ik er natuurlijk met je over praten.| Bon, maintenant que je sais que tu es un Bunburiste il faut que je te parle de la technique.|Besides, now that I know you to be a confirmed Bunburyist I naturally want to talk to you about Bunburying.
|Ik wil je de regels uitleggen.| Je veux t'expliquer les règles.|I want to tell you the rules.
|Ik ben geen Bunburyist. Als Gwendolen ja zegt, ga ik mijn broer vermoorden.| Je ne suis pas du tout un Bunburiste. Si Gwendolen m’accepte, je vais tuer mon frère.|I'm not a Bunburyist at all. If Gwendolen accepts me, I am going to kill my brother,
|Dat was ik trouwens al van plan. Cecily stelt net iets teveel belang in hem.| D’ailleurs de toute façon je crois que je vais le tuer. Cecily s’intéresse un peu trop à lui.|indeed I think I'll kill him in any case. Cecily is a little too much interested in him.
|Het wordt nogal vervelend. Ik ga me dus van Ernst ontdoen.| C’est plutôt ennuyeux. Allons, c’est dit, je vais me débarrasser de Constant.|It is rather a bore. So I am going to get rid of Ernest.
|En ik raad jou aan hetzelfde in overweging te nemen, voor je zieke vriend met die idiote naam.| Et je te recommande vivement d’en faire autant avec monsieur… avec ton grand malade au nom absurde.|And I strongly advise you to do the same with Mr... with your invalid friend who has the absurd name.
|Niets zal me ertoe brengen afstand te doen van van Bunbury, en als jij ooit in het huwelijk treedt,| Rien ne me convaincra de me séparer de Bunbury, et si tu te maries,|Nothing will induce me to part with Bunbury, and if you ever get married,
|wat me twijfelachtig lijkt, zul je een gat in de lucht springen dat je Bunbury onder je kennissen hebt.| ce qui me parait extrêmement problématique, tu seras bien content de connaître Bunbury.|which seems to me extremely problematic, you will be very glad to know Bunbury.
|Een man die trouwt zonder Bunbury gaat een slaapverwekkend leven tegemoet.| Un homme marié qui ne connait pas Bunbury se prépare bien des ennuis.|A man who marries without knowing Bunbury has a very tedious time of it.
|Onzin. Als ik met zo’n lieftallig schepsel als Gwendolen trouw,| C’est encore une de tes absurdités. Si j’épouse une fille charmante comme Gwendolen,|That is nonsense. If I marry a charming girl like Gwendolen,
|en zij is de enige die ik ooit het gezien met wie ik zou willen trouwen,| et c’est la seule fille que je voudrais épouser,|and she is the only girl I ever saw in my life that I would marry,
|heb ik beslist geen behoefte aan Bunbury.| je n’aurai certainement pas besoin de connaître Bunbury.|I certainly won't want to know Bunbury.
|Dan heeft je vrouw er behoefte aan. Je schijnt niet te beseffen dat in het huwelijksleven| Alors ta femme le fera. Tu ne sembles pas comprendre que dans le mariage,|Then your wife will. You don't seem to realise, that in married life
|alle goede dingen in drieën bestaan.| trois c’est bien, deux c’est nul.|three is company and two is none.
|Dat, jonge vriend, is de theorie die het corrupte Franse drama| Ça, mon jeune ami, c’est la théorie que le Drame Français corrompu a répandu|That, my dear young friend, is the theory that the corrupt French Drama has been propounding
|ons de laatste vijftig jaar probeert aan te smeren.|pendant les cinquante dernières années.|for the last fifty years.
|En die het gelukkige Engelse huisgezin in de helft van die tijd bewezen heeft.| Oui. Et c’est ce que la respectable famille anglaise a mis en pratique.|Yes; and that the happy English home has proved in half the time.
| Probeer in ’s hemelsnaam niet cynisch te zijn. Het is zo gemakkelijk om cynisch te zijn.| Pour l’amour du ciel, ne joue pas les cyniques. C’est trop facile.|For heaven's sake, don't try to be cynical. It's perfectly easy to be cynical.
|Het is vandaag niet gemakkelijk om wat dan ook te zijn.| Mon petit vieux, ce n’est pas facile d’être quoi que ce soit de nos jours.|My dear fellow, it isn't easy to be anything nowadays.
|De concurrentie is zo beestachtig groot.| Il y a tellement de compétition.|There's such a lot of beastly competition about.
|Dat zal tante Augusta zijn. Alleen familieleden en schuldeisers bellen in zo’n Wagneriaanse stijl.|Ah, ça doit être la tante Augusta. Il n’y a que la famille, ou les créanciers, pour sonner dans ce style wagnérien.| Ah! that must be Aunt Augusta. Only relatives, or creditors, ever ring in that Wagnerian manner.
|Als ik haar voor tien minuten de kamer uitwerk zodat jij Gwendolen ten huwelijk kunt vragen,| Ecoute, si je l’occupe pendant dix minutes, tu auras la possibilité de faire ta demande à Gwendolen.|Now, if I get her out of the way for ten minutes, so that you can have an opportunity for proposing to Gwendolen,
|nodig je me dan vanavond uit om bij Willis te dineren?| Et alors je pourrai diner avec toi ce soir chez Willis’s?|may I dine with you to-night at Willis's?
|Als je erop staat, waarom ook niet.| Bon, si tu veux.|I suppose so, if you want to.
|Perfect. Maar wel een serieuze maaltijd!| Parfait. Mais un repas sérieux, n’est-ce pas?|Yes, but you must be serious about it.
|Ik heb een hekel aan mensen die eten niet serieus nemen. Dat is zo oppervlakkig van ze.| Je déteste les gens qui ne prennent pas les repas au sérieux. C’est la preuve d’un caractère très superficiel.|I hate people who are not serious about meals. It is so shallow of them.
|Lady Bracknell en Miss Fairfax| Lady Bracknell et Miss Fairfax.|Lady Bracknell and Miss Fairfax.
|Goeiemiddag, m’n beste Algernon, ik hoop dat je je goed gedraagt?| Bonjour, mon cher Algernon, j’espère que tu te comportes bien.|Good afternoon, dear Algernon, I hope you are behaving very well.
|Ik voel me goed, tante Augusta.| Je me sens très bien, tante Augusta.|I'm feeling very well, Aunt Augusta.
|Dat is niet helemaal hetzelfde. Eigenlijk gaan die twee zelden samen.| Ce n’est pas du tout la même chose. En fait les deux choses vont rarement ensemble.|That's not quite the same thing. In fact the two things rarely go together.
|Kind, wat zie je enig uit!| Comme tu es élégante, ma chère!|Dear me, you are smart!
|Ik zie er altijd enig uit! Nietwaar, Mr. Worthing?| Je suis toujours élégante. N’est-ce pas, M. Worthing?|I am always smart! Am I not, Mr. Worthing?
|U bent de volmaaktheid zelve, miss Fairfax.| Vous êtes absolument parfaite, Miss Fairfax.|You're quite perfect, Miss Fairfax.
|Oh, dat hoop ik niet. Dat laat geen ruimte open voor verder ontwikkeling,| Oh! Mais j’espère bien que je ne le suis pas. Ça ne laisserait aucune place au progrès|Oh! I hope I am not that. It would leave no room for developments,
|en ik ben van plan me nog in veel richtingen te ontwikkelen.| et j’ai l’intention de progresser.|and I intend to develop in many directions.
|Het spijt me dat we wat verlaat zijn, Algernon, maar ik moest even op bezoek bij onze brave Lady Harbury.| Désolée d’arriver un peu en retard, Algernon, mais il fallait que je passe chez Lady Harbury,|I'm sorry if we are a little late, Algernon, but I was obliged to call on dear Lady Harbury.
|Ik was sedert de dood van haar man niet meer bij haar geweest.| je ne l’avais pas vue depuis la mort de son pauvre mari.|I hadn't been there since her poor husband's death.
|Ik heb nooit een vrouw zo zien veranderen; ze ziet er twintig jaar jonger uit.| Jamais je n’ai vu une femme aussi changée, elle parait avoir ans de moins.|I never saw a woman so altered; she looks quite twenty years younger.
|Nu wil ik graag een kop thee van je| Et maintenant je vais prendre une tasse de thé|And now I'll have a cup of tea,
|en een van die heerlijke komkommersandwiches die je me hebt beloofd.|et un de ces délicieux sandwichs aux concombres que tu m’as promis.|and one of those nice cucumber sandwiches you promised me.
|Onmiddellijk, tante.| Bien sûr, Tante Augusta.|Certainly, Aunt Augusta.
|Wil je niet hier komen zitten, Gwendolen?| Viens donc t’assoir près de moi, Gwendolen.|Won't you come and sit here, Gwendolen?
|Dank je, mama, ik zit hier werkelijk uitstekend.| Merci, maman, je suis très bien où je suis.|Thanks, mamma, I'm quite comfortable where I am.
|Lieve hemel, Lane! Waarom zijn er geen komkommersandwiches?| Dieux du ciel, Lane! Pourquoi n’y a-t-il pas de sandwichs au concombre?|Good heavens! Lane! Why are there no cucumber sandwiches?
|Ik heb er uitdrukkelijk om gevraagd.| Je les avais demandés tout particulièrement.|I ordered them specially.
|Er waren vanmorgen geen komkommers op de markt, meneer. Ik ben zelfs tweemaal gepasseerd.| Il n’y avait pas de concombre au marché ce matin, monsieur. Et j’y suis allé deux fois.|There were no cucumbers in the market this morning, sir. I went down twice.
